event_id,student_id,class_id,session_id,timestamp,day_of_week,hour_of_day,minutes_from_class_start,time_since_last_attendance_minutes,device_id_hash,ip_hash,network_type,device_changed_from_last_event,ip_changed_from_last_event,geo_lat,geo_lon,distance_from_last_event_km,travel_speed_kmh,face_match_distance,liveness_score,face_match_pass,retry_count_before_success,failed_attempts_last_7d,attendance_rate_30d,suspicious_events_last_30d,is_fraud
EVT000043,STU0043,CS501,S003,2026-03-03T11:11:00,Tuesday,11,-1,4382,DEV_450,IP_128,mobile,0,0,18.033017,79.049601,0.3,3.19,0.14197786642407897,0.8268392894591496,1,0,2,1.0,0,0
EVT000044,STU0044,CS501,S004,2026-03-16T06:39:00,Monday,6,10,4945,DEV_784,IP_689,mobile,0,0,17.86437,79.144664,1.78,8.81,0.20957135757105247,0.8396254831922642,1,0,2,1.0,0,0
EVT000045,STU0045,CS501,S005,2026-02-09T08:21:00,Monday,8,7,3178,DEV_338,IP_422,ethernet,0,0,17.743204,78.993875,1.27,5.9,0.13403216167398957,0.8631087795591093,1,1,0,0.9835324354622574,0,0
EVT000046,STU0046,CS501,S006,2026-02-19T14:24:00,Thursday,14,10,1200,DEV_424,IP_056,wifi,0,0,17.777659,78.933951,0.65,11.64,0.17787113392102388,0.8857586920206294,1,0,1,1.0,1,0
EVT000047,STU0047,CS501,S007,2026-02-24T01:29:00,Tuesday,1,-6,2567,DEV_566,IP_418,wifi,0,0,17.337051,79.262109,0.58,10.57,0.2002314262339337,0.8438886961433937,1,0,1,0.8549267984787202,0,0
EVT000048,STU0048,CS501,S008,2026-02-06T12:55:00,Friday,12,-4,2161,DEV_196,IP_614,ethernet,0,0,18.119439,78.204763,1.02,3.28,0.25991139395516233,1.0,1,0,1,0.920604048888461,1,0
EVT000049,STU0049,CS501,S009,2026-02-04T13:15:00,Wednesday,13,6,3684,DEV_354,IP_341,ethernet,0,0,18.144309,78.565815,1.64,3.39,0.18618754812874003,0.9491948504526709,1,1,0,0.9562953340625504,1,0
EVT000050,STU0050,CS501,S010,2026-03-15T19:55:00,Sunday,19,-1,2856,DEV_508,IP_038,wifi,0,0,17.753437,78.885271,1.55,0.52,0.2380789208828509,0.9751339447400935,1,0,1,1.0,0,0
EVT000051,STU0051,CS501,S011,2026-03-12T22:56:00,Thursday,22,7,1716,DEV_666,IP_083,mobile,0,0,18.278512,79.289013,1.44,4.92,0.23539612256135461,0.8626001715153137,1,0,0,0.9205413913515661,0,0
EVT000052,STU0052,CS501,S012,2026-02-18T16:04:00,Wednesday,16,8,5332,DEV_455,IP_171,ethernet,1,1,17.449199,78.043421,1.26,11.05,0.28936676195748756,0.9594427306330995,1,0,0,0.9912151416328769,0,0
EVT000053,STU0053,CS501,S013,2026-02-16T03:18:00,Monday,3,2,3836,DEV_510,IP_598,wifi,0,0,17.348283,78.956857,1.06,6.79,0.26538828079376586,0.833021296872608,1,0,1,1.0,0,0
EVT000054,STU0054,CS501,S014,2026-02-22T06:58:00,Sunday,6,-7,4711,DEV_204,IP_394,mobile,0,0,17.15998,78.572046,0.32,5.3,0.17747453820062875,0.8930748592810526,1,0,1,0.9018989353642122,1,0
EVT000055,STU0055,CS501,S015,2026-02-17T17:04:00,Tuesday,17,2,1079,DEV_795,IP_236,ethernet,0,0,18.202898,78.328507,0.55,6.79,0.25104552646152023,0.9461019712838588,1,0,2,0.9979480418203079,0,0
EVT000056,STU0056,CS501,S016,2026-02-10T00:40:00,Tuesday,0,-3,1695,DEV_180,IP_206,wifi,0,0,18.179769,79.314691,0.62,5.29,0.22540117794655845,0.9652430218353674,1,0,0,0.8936489097620732,0,0
EVT000057,STU0057,CS501,S017,2026-02-18T00:36:00,Wednesday,0,1,2247,DEV_773,IP_232,ethernet,0,0,18.086325,79.469913,0.96,9.68,0.24248466131126495,0.8669720751260143,1,0,1,1.0,0,0
EVT000058,STU0058,CS501,S018,2026-03-17T09:30:00,Tuesday,9,10,3896,DEV_111,IP_692,wifi,1,0,17.707215,78.92932,0.53,1.48,0.20760202577533426,0.9441819827563788,1,1,2,0.9042453375434953,1,0
EVT000059,STU0059,CS501,S019,2026-03-16T07:11:00,Monday,7,12,2713,DEV_119,IP_100,wifi,0,0,18.330889,78.203496,0.93,8.41,0.23703426133651073,0.8360084311910765,1,0,0,0.9097892515883363,0,0
EVT000060,STU0060,CS501,S020,2026-02-22T00:29:00,Sunday,0,10,4333,DEV_455,IP_456,wifi,0,0,18.283175,78.149032,1.77,7.86,0.26029338051171486,0.9658588408672345,1,0,0,0.9503401738222049,0,0
EVT000061,STU0061,CS501,S021,2026-03-04T13:56:00,Wednesday,13,4,1396,DEV_129,IP_579,wifi,0,0,17.102915,79.147736,0.24,10.18,0.1968754039284622,0.9478796832166865,1,0,0,0.9886673826977878,0,0
EVT000062,STU0062,CS501,S022,2026-02-10T19:16:00,Tuesday,19,0,3591,DEV_135,IP_016,mobile,0,0,18.184977,78.356897,1.19,3.33,0.300188336267693,0.9943436081828383,1,0,0,0.8568033811481764,0,0
EVT000063,STU0063,CS501,S023,2026-02-16T02:38:00,Monday,2,11,54,DEV_630,IP_045,ethernet,1,1,18.17484,79.300471,28.462500000000002,107.204625,0.861082907764854,0.22574494527407812,0,7,5,0.4843903760275635,10,1
EVT000064,STU0064,CS501,S024,2026-02-25T02:33:00,Wednesday,2,-7,1398,DEV_130,IP_282,ethernet,0,0,17.949615,78.822535,0.85,1.3,0.24910794478935241,0.9284484942782754,1,0,1,0.9594842941944154,0,0
EVT000065,STU0065,CS501,S025,2026-02-16T04:11:00,Monday,4,12,5246,DEV_424,IP_348,mobile,0,0,17.598095,79.094419,0.86,9.52,0.1358202809761678,0.9315176510227916,1,0,0,0.9457080208938629,0,0
EVT000066,STU0066,CS501,S026,2026-02-15T14:23:00,Sunday,14,1,3966,DEV_687,IP_126,mobile,0,0,17.530397,78.998011,0.95,1.09,0.1350648215392137,0.9305874344579629,1,0,0,0.9515210580581536,0,0
EVT000067,STU0067,CS501,S027,2026-03-07T12:30:00,Saturday,12,-6,3256,DEV_118,IP_286,ethernet,0,0,17.339239,78.643669,1.16,2.55,0.24172171009602633,0.8517373280559314,1,0,1,1.0,1,0
EVT000068,STU0068,CS501,S028,2026-02-26T21:43:00,Thursday,21,12,5926,DEV_360,IP_007,wifi,0,0,18.304794,78.849482,1.22,7.89,0.23080433833763903,0.8180626021516113,1,0,2,1.0,1,0
EVT000069,STU0069,CS501,S029,2026-02-19T14:45:00,Thursday,14,-4,94,DEV_160,IP_162,ethernet,1,1,17.074644,78.122372,78.48225000000001,300.0,0.8215925063746198,0.3268825051389434,0,7,17,0.34302168338247285,7,1
EVT000070,STU0070,CS501,S030,2026-02-21T12:59:00,Saturday,12,8,5873,DEV_226,IP_405,ethernet,0,0,17.082173,78.306635,1.51,1.37,0.2112205410400724,0.9002178615119761,1,0,1,0.9654309336419328,0,0
EVT000071,STU0071,CS501,S031,2026-03-16T09:32:00,Monday,9,-3,2993,DEV_074,IP_407,ethernet,0,1,17.063453,78.028112,0.99,5.17,0.15366887817550215,0.8949700517008496,1,0,2,0.9492778873398304,0,0
EVT000072,STU0072,CS501,S032,2026-03-15T07:09:00,Sunday,7,15,590,DEV_091,IP_448,wifi,1,1,17.364975,78.883307,114.46875,290.354625,0.9048330902690433,0.4144885430037925,0,3,18,0.5114177010219899,13,1
EVT000073,STU0073,CS501,S033,2026-02-25T05:18:00,Wednesday,5,14,764,DEV_242,IP_106,wifi,1,1,17.383952,78.260249,37.360125000000004,300.0,0.6877457960722853,0.2082772384966682,0,4,13,0.6298821063517711,6,1
EVT000074,STU0074,CS501,S034,2026-02-08T07:58:00,Sunday,7,-5,2351,DEV_070,IP_481,mobile,0,0,17.947078,79.194495,0.93,6.76,0.22622964895239872,0.9319978945645756,1,0,1,0.9145552512102366,0,0
EVT000075,STU0075,CS501,S035,2026-02-28T06:59:00,Saturday,6,27,76,DEV_474,IP_595,ethernet,1,1,18.431347,79.108382,19.193625,300.0,0.6771026230496983,0.40238090888059463,0,3,18,0.4585246100885917,12,1
EVT000076,STU0076,CS501,S036,2026-02-03T05:48:00,Tuesday,5,11,2442,DEV_041,IP_254,ethernet,0,0,17.656637,78.659133,0.3,0.74,0.1296869671755062,0.9924690407680693,1,0,2,0.8790864715432116,0,0
EVT000077,STU0077,CS501,S037,2026-02-25T03:58:00,Wednesday,3,4,3954,DEV_291,IP_259,ethernet,0,0,18.277349,79.446615,1.55,8.15,0.1204988588271139,0.9392006419330956,1,0,0,0.8843189587194973,1,0
EVT000078,STU0078,CS501,S038,2026-02-28T19:18:00,Saturday,19,3,1567,DEV_833,IP_131,ethernet,0,0,18.054246,79.420663,0.7,11.61,0.23760235605205357,0.944841395609018,1,0,1,0.9637330808061555,1,0
EVT000079,STU0079,CS501,S039,2026-03-04T13:39:00,Wednesday,13,-5,4368,DEV_080,IP_303,wifi,0,1,17.761535,78.809656,0.62,11.41,0.17181615775038508,0.9532387735600921,1,0,0,1.0,0,0
EVT000080,STU0080,CS501,S040,2026-03-06T23:47:00,Friday,23,-6,3658,DEV_374,IP_693,ethernet,0,0,17.356295,78.666298,1.19,1.85,0.1214721558510196,0.928915050106886,1,0,1,0.9397969963106365,1,0
EVT000081,STU0081,CS501,S001,2026-02-14T08:13:00,Saturday,8,7,2816,DEV_515,IP_541,mobile,0,0,18.449402,79.225337,1.62,5.63,0.28110263452912915,0.8682833020173008,1,0,0,1.0,1,0
EVT000082,STU0082,CS501,S002,2026-03-09T20:11:00,Monday,20,1,1327,DEV_461,IP_526,wifi,0,0,18.24657,78.13757,1.11,1.23,0.2799145364162882,0.9936426609202802,1,0,0,0.9929946369707979,0,0
EVT000083,STU0083,CS501,S003,2026-03-14T19:30:00,Saturday,19,7,3763,DEV_860,IP_666,mobile,0,0,18.187071,78.206399,0.79,4.49,0.16557313207567592,0.8368407152706542,1,0,0,0.8604850951078904,0,0
EVT000084,STU0084,CS501,S004,2026-02-14T10:20:00,Saturday,10,8,2036,DEV_114,IP_296,wifi,0,0,17.451727,78.071624,1.23,10.87,0.12259987914869445,0.840858258172438,1,0,2,0.9833529105127511,1,0
EVT000085,STU0085,CS501,S005,2026-02-20T11:33:00,Friday,11,12,4644,DEV_247,IP_585,mobile,1,0,17.280971,79.002322,1.0,6.43,0.22828285392118072,0.9314207228696026,1,0,1,0.9382543412157939,1,0
EVT000086,STU0086,CS501,S006,2026-02-25T04:47:00,Wednesday,4,-5,5209,DEV_366,IP_070,mobile,0,0,17.361689,78.985657,1.02,0.24,0.27160953860684334,0.8579040467809849,1,0,0,0.846924771470786,0,0
EVT000087,STU0087,CS501,S007,2026-02-06T02:13:00,Friday,2,3,1992,DEV_065,IP_469,wifi,1,0,17.440164,78.065709,1.63,2.1,0.2605884150856408,0.9087033696372159,1,0,2,0.8951975385795298,0,0
EVT000088,STU0088,CS501,S008,2026-02-10T10:52:00,Tuesday,10,3,3440,DEV_280,IP_128,mobile,0,0,17.655427,78.600033,1.09,3.04,0.2335521281066289,0.8564198004650534,1,1,0,1.0,0,0
EVT000089,STU0089,CS501,S009,2026-02-21T09:18:00,Saturday,9,5,3677,DEV_559,IP_301,mobile,0,0,17.153897,78.49188,1.0,11.09,0.20718750817812204,1.0,1,1,0,0.9507035640258891,0,0
EVT000090,STU0090,CS501,S010,2026-02-14T19:55:00,Saturday,19,12,4390,DEV_077,IP_688,ethernet,0,0,17.609315,78.769629,0.89,8.72,0.28141481176798366,0.9250394857030232,1,0,0,0.9601704953347594,0,0
EVT000091,STU0091,CS501,S011,2026-03-07T12:05:00,Saturday,12,-7,2069,DEV_620,IP_158,ethernet,0,0,17.674884,78.556447,0.88,1.51,0.15506448964566183,0.9297318256284549,1,1,1,1.0,0,0
EVT000092,STU0092,CS501,S012,2026-02-21T13:54:00,Saturday,13,11,2027,DEV_269,IP_267,ethernet,0,0,17.66941,79.494548,1.3,3.0,0.11718510601627724,0.9546063579930502,1,1,1,0.9241778362722223,0,0
EVT000093,STU0093,CS501,S013,2026-02-14T08:55:00,Saturday,8,8,2539,DEV_564,IP_556,mobile,0,0,18.336998,79.277043,0.9,10.78,0.19772915964375673,0.8174417896478386,1,1,2,0.8835433581590185,0,0
EVT000094,STU0094,CS501,S014,2026-03-05T18:29:00,Thursday,18,-2,3861,DEV_627,IP_089,wifi,0,0,17.463936,79.499393,0.4,1.67,0.2685981499606208,0.7795797377531015,1,1,0,1.0,0,0
EVT000095,STU0095,CS501,S015,2026-03-06T02:11:00,Friday,2,6,4254,DEV_787,IP_133,mobile,0,1,17.754296,79.302317,1.94,7.71,0.19811331464086607,0.9557598828599209,1,1,0,1.0,0,0
EVT000096,STU0096,CS501,S016,2026-03-11T05:06:00,Wednesday,5,-3,3391,DEV_129,IP_641,mobile,0,0,17.921642,78.140143,1.42,4.15,0.28378812088821725,1.0,1,0,0,0.8987880123022959,0,0
EVT000097,STU0097,CS501,S017,2026-03-02T13:07:00,Monday,13,11,2163,DEV_667,IP_216,ethernet,0,0,17.62488,78.958487,1.8,4.05,0.3098504060291935,0.8152828290033608,1,0,0,0.8479439837739793,1,0
EVT000098,STU0098,CS501,S018,2026-02-24T00:59:00,Tuesday,0,10,3272,DEV_476,IP_209,mobile,0,0,17.90999,78.468874,0.49,9.69,0.17621425214408065,0.9099494168566801,1,0,0,0.9437989930830669,0,0
EVT000099,STU0099,CS501,S019,2026-03-06T01:38:00,Friday,1,4,4166,DEV_394,IP_631,mobile,0,0,17.372405,79.297961,1.12,3.83,0.20489451300470754,0.8711621768009989,1,0,0,0.8929526290177395,0,0
EVT000100,STU0100,CS501,S020,2026-02-08T15:26:00,Sunday,15,11,3461,DEV_221,IP_598,mobile,0,0,17.072987,78.422035,1.99,5.6,0.2768127370568069,0.8876769606114341,1,0,0,0.9643247511842328,0,0
EVT000101,STU0101,CS501,S021,2026-02-28T13:38:00,Saturday,13,8,3240,DEV_372,IP_567,mobile,0,0,17.110298,78.756383,0.86,10.59,0.2664231294967344,0.9757727989423346,1,1,0,0.9425374294610419,0,0
EVT000102,STU0102,CS501,S022,2026-03-08T03:55:00,Sunday,3,12,5905,DEV_513,IP_042,wifi,0,0,17.058371,79.070388,0.79,9.54,0.1768474981591471,1.0,1,0,0,0.9261628038609695,1,0
EVT000103,STU0103,CS501,S023,2026-03-09T23:08:00,Monday,23,7,2120,DEV_726,IP_577,mobile,0,0,17.712339,78.024955,0.66,7.36,0.14623155244995065,0.9860579707059884,1,1,2,0.9189642931926996,1,0
EVT000104,STU0104,CS501,S024,2026-02-16T10:48:00,Monday,10,6,5681,DEV_175,IP_537,ethernet,0,0,18.081774,79.161909,1.74,7.55,0.2263971698156426,0.8952623204473759,1,0,1,0.8719129111491796,1,0
EVT000105,STU0105,CS501,S025,2026-02-18T16:16:00,Wednesday,16,0,1158,DEV_894,IP_064,ethernet,0,0,17.207124,78.311013,0.38,5.29,0.17799677471142264,0.8722840739419029,1,0,0,0.9607731924940887,1,0
EVT000106,STU0106,CS501,S026,2026-02-16T04:02:00,Monday,4,8,5204,DEV_286,IP_572,mobile,0,0,17.337301,79.459366,0.92,6.4,0.2032911954662613,0.9292352376382219,1,0,2,0.9473124787817544,0,0
EVT000107,STU0107,CS501,S027,2026-02-14T22:04:00,Saturday,22,-1,4905,DEV_298,IP_044,mobile,0,0,18.432971,78.118544,1.87,9.54,0.15852332123369323,0.8400391062372099,1,1,0,1.0,0,0
EVT000108,STU0108,CS501,S028,2026-03-15T10:15:00,Sunday,10,1,4824,DEV_654,IP_239,wifi,0,0,17.150297,78.49544,0.54,6.74,0.17007382817479205,0.8436939758156661,1,0,0,0.822443106400875,0,0
EVT000109,STU0109,CS501,S029,2026-02-22T20:59:00,Sunday,20,-3,942,DEV_930,IP_092,ethernet,0,0,17.8612,78.802728,0.32,7.83,0.27671096738691286,0.9255534260919146,1,0,1,0.919166997545618,0,0
EVT000110,STU0110,CS501,S030,2026-03-06T06:50:00,Friday,6,-6,2334,DEV_898,IP_039,wifi,0,0,17.447588,78.904174,1.87,0.44,0.2645126511331011,0.9862198467041696,1,0,2,1.0,0,0
EVT000111,STU0111,CS501,S031,2026-03-15T15:07:00,Sunday,15,2,4622,DEV_664,IP_264,ethernet,0,0,17.279299,79.104927,0.99,11.26,0.28264199801115336,0.8976059397128602,1,0,0,0.9280543413856469,1,0
EVT000112,STU0112,CS501,S032,2026-03-09T08:43:00,Monday,8,-1,2337,DEV_332,IP_255,wifi,0,0,17.391178,78.353282,0.81,5.13,0.15159570239187894,0.8961712258697203,1,0,0,1.0,0,0
EVT000113,STU0113,CS501,S033,2026-03-07T16:18:00,Saturday,16,3,3373,DEV_707,IP_121,ethernet,0,0,18.374196,78.442556,0.52,4.31,0.1413017986983896,0.9436665925330718,1,0,0,0.8612343759283085,1,0
EVT000114,STU0114,CS501,S034,2026-03-01T08:20:00,Sunday,8,-3,4817,DEV_539,IP_458,ethernet,0,0,18.055649,78.117154,1.21,4.99,0.18779400204936947,0.912485180738493,1,0,0,1.0,0,0
EVT000115,STU0115,CS501,S035,2026-02-27T01:13:00,Friday,1,10,5040,DEV_829,IP_057,mobile,0,0,17.197917,78.623137,0.33,10.25,0.20456310504910066,0.9543691331921205,1,0,0,1.0,0,0
EVT000116,STU0116,CS501,S036,2026-02-27T00:56:00,Friday,0,24,689,DEV_555,IP_062,wifi,0,1,18.479206,78.708107,74.584125,300.0,1.0,0.2758400755780275,0,1,13,0.4723264148257686,7,1
EVT000117,STU0117,CS501,S037,2026-02-14T10:34:00,Saturday,10,-3,4343,DEV_183,IP_551,mobile,0,0,17.793264,79.091787,0.9,11.01,0.17981273855426955,0.816901827808478,1,0,1,1.0,0,0
